id,fila,columna,tipo,sala_id:id
cine_gestion.asiento_sala_5_222,13,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_223,13,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_224,13,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_225,13,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_226,13,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_227,13,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_228,13,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_229,13,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_230,13,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_231,13,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_232,13,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_233,13,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_234,13,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_235,14,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_236,14,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_237,14,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_238,14,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_239,14,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_240,14,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_241,14,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_242,14,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_243,14,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_244,14,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_245,14,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_246,14,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_247,14,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_248,14,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_249,14,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_250,14,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_251,14,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_252,14,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_253,15,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_254,15,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_255,15,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_256,15,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_257,15,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_258,15,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_259,15,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_260,15,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_261,15,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_262,15,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_263,15,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_264,15,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_265,15,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_266,15,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_267,15,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_268,15,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_269,15,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_270,15,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_271,16,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_272,16,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_273,16,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_274,16,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_275,16,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_276,16,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_277,16,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_278,16,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_279,16,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_280,16,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_281,16,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_282,16,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_283,16,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_284,16,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_285,16,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_286,16,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_287,16,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_288,16,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_289,17,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_290,17,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_291,17,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_292,17,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_293,17,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_294,17,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_295,17,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_296,17,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_297,17,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_298,17,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_299,17,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_300,17,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_301,17,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_302,17,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_303,17,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_304,17,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_305,17,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_306,17,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_307,18,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_308,18,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_309,18,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_310,18,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_311,18,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_312,18,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_313,18,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_314,18,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_315,18,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_316,18,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_317,18,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_318,18,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_319,18,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_320,18,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_321,18,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_322,18,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_323,18,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_324,18,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_6_1,1,1,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_2,1,2,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_3,1,3,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_4,1,4,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_5,1,5,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_6,1,6,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_7,1,7,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_8,1,8,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_9,1,9,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_10,2,1,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_11,2,2,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_12,2,3,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_13,2,4,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_14,2,5,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_15,2,6,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_16,2,7,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_17,2,8,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_18,2,9,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_19,3,1,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_20,3,2,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_21,3,3,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_22,3,4,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_23,3,5,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_24,3,6,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_25,3,7,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_26,3,8,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_27,3,9,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_28,4,1,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_29,4,2,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_30,4,3,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_31,4,4,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_32,4,5,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_33,4,6,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_34,4,7,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_35,4,8,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_36,4,9,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_37,5,1,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_38,5,2,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_39,5,3,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_40,5,4,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_41,5,5,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_42,5,6,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_43,5,7,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_44,5,8,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_45,5,9,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_46,6,1,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_47,6,2,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_48,6,3,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_49,6,4,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_50,6,5,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_51,6,6,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_52,6,7,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_53,6,8,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_54,6,9,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_55,7,1,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_56,7,2,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_57,7,3,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_58,7,4,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_59,7,5,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_60,7,6,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_61,7,7,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_62,7,8,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_63,7,9,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_64,8,1,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_65,8,2,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_66,8,3,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_67,8,4,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_68,8,5,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_69,8,6,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_70,8,7,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_71,8,8,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_72,8,9,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_73,9,1,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_74,9,2,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_75,9,3,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_76,9,4,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_77,9,5,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_78,9,6,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_79,9,7,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_80,9,8,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_6_81,9,9,NORM,cine_gestion.sala_6
cine_gestion.asiento_sala_7_1,1,1,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_2,1,2,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_3,1,3,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_4,1,4,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_5,1,5,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_6,1,6,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_7,1,7,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_8,1,8,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_9,1,9,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_10,2,1,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_11,2,2,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_12,2,3,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_13,2,4,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_14,2,5,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_15,2,6,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_16,2,7,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_17,2,8,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_18,2,9,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_19,3,1,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_20,3,2,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_21,3,3,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_22,3,4,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_23,3,5,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_24,3,6,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_25,3,7,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_26,3,8,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_27,3,9,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_28,4,1,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_29,4,2,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_30,4,3,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_31,4,4,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_32,4,5,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_33,4,6,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_34,4,7,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_35,4,8,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_36,4,9,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_37,5,1,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_38,5,2,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_39,5,3,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_40,5,4,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_41,5,5,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_42,5,6,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_43,5,7,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_44,5,8,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_45,5,9,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_46,6,1,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_47,6,2,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_48,6,3,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_49,6,4,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_50,6,5,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_51,6,6,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_52,6,7,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_53,6,8,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_54,6,9,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_55,7,1,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_56,7,2,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_57,7,3,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_58,7,4,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_59,7,5,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_60,7,6,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_61,7,7,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_62,7,8,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_63,7,9,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_64,8,1,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_65,8,2,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_66,8,3,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_67,8,4,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_68,8,5,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_69,8,6,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_70,8,7,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_71,8,8,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_72,8,9,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_73,9,1,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_74,9,2,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_75,9,3,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_76,9,4,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_77,9,5,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_78,9,6,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_79,9,7,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_80,9,8,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_7_81,9,9,NORM,cine_gestion.sala_7
cine_gestion.asiento_sala_8_1,1,1,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_2,1,2,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_3,1,3,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_4,1,4,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_5,1,5,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_6,1,6,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_7,1,7,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_8,1,8,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_9,1,9,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_10,2,1,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_11,2,2,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_12,2,3,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_13,2,4,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_14,2,5,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_15,2,6,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_16,2,7,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_17,2,8,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_18,2,9,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_19,3,1,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_20,3,2,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_21,3,3,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_22,3,4,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_23,3,5,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_24,3,6,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_25,3,7,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_26,3,8,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_27,3,9,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_28,4,1,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_29,4,2,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_30,4,3,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_31,4,4,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_32,4,5,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_33,4,6,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_34,4,7,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_35,4,8,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_36,4,9,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_37,5,1,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_38,5,2,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_39,5,3,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_40,5,4,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_41,5,5,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_42,5,6,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_43,5,7,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_44,5,8,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_45,5,9,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_46,6,1,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_47,6,2,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_48,6,3,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_49,6,4,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_50,6,5,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_51,6,6,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_52,6,7,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_53,6,8,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_54,6,9,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_55,7,1,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_56,7,2,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_57,7,3,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_58,7,4,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_59,7,5,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_60,7,6,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_61,7,7,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_62,7,8,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_63,7,9,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_64,8,1,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_65,8,2,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_66,8,3,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_67,8,4,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_68,8,5,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_69,8,6,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_70,8,7,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_71,8,8,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_72,8,9,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_73,9,1,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_74,9,2,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_75,9,3,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_76,9,4,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_77,9,5,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_78,9,6,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_79,9,7,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_80,9,8,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_8_81,9,9,NORM,cine_gestion.sala_8
cine_gestion.asiento_sala_9_1,1,1,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_2,1,2,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_3,1,3,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_4,1,4,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_5,1,5,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_6,1,6,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_7,1,7,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_8,1,8,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_9,1,9,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_10,2,1,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_11,2,2,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_12,2,3,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_13,2,4,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_14,2,5,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_15,2,6,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_16,2,7,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_17,2,8,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_18,2,9,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_19,3,1,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_20,3,2,NORM,cine_gestion.sala_9
cine_gestion.asiento_sala_9_21,3,3,NORM,cine_gestion.sala_9
